date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:58	39930/39930	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229bfa-58e7d37655fc0%22	https://preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/vegefoods/css/flaticon.css)
11:49:58	307332/307332	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224b084-58e7d33b35440%22	https://preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoon.eot?6tt51o	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoonccfb.eot	(from https://preview.colorlib.com/theme/vegefoods/css/icomoon.css)
11:49:58	307168/307168	---MCZ	200	added ('OK')	font/ttf	etag:W/%224afe0-58e7d33d1d8c0%22	https://preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoon.ttf?6tt51o	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoonccfb.ttf	(from https://preview.colorlib.com/theme/vegefoods/css/icomoon.css)
11:49:59	307244/307244	---M--	200	added ('OK')	font/woff	etag:%224b02c-58e7d342d6640%22	https://preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoon.woff?6tt51o	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoonccfb.woff	(from https://preview.colorlib.com/theme/vegefoods/css/icomoon.css)
11:49:59	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e45ad-58e7d33c29680%22	https://preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoon.svg?6tt51o	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/fonts/icomoon/icomoonccfb.svg	(from https://preview.colorlib.com/theme/vegefoods/css/icomoon.css)
11:49:59	55958/55958	---M--	200	added ('OK')	image/jpeg	etag:%22da96-58e7d318e0340%22	https://preview.colorlib.com/theme/vegefoods/images/product-9.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-9.jpg	(from https://preview.colorlib.com/theme/vegefoods/shop.html)
11:50:01	60294/60294	---M--	200	added ('OK')	image/jpeg	etag:%22eb86-58e7d3113f140%22	https://preview.colorlib.com/theme/vegefoods/images/product-10.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-10.jpg	(from https://preview.colorlib.com/theme/vegefoods/shop.html)
11:50:02	46315/46315	---M--	200	added ('OK')	image/jpeg	etag:%22b4eb-58e7d3113f140%22	https://preview.colorlib.com/theme/vegefoods/images/product-11.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-11.jpg	(from https://preview.colorlib.com/theme/vegefoods/shop.html)
11:50:03	40372/40372	---M--	200	added ('OK')	image/jpeg	etag:%229db4-58e7d31233380%22	https://preview.colorlib.com/theme/vegefoods/images/product-12.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/product-12.jpg	(from https://preview.colorlib.com/theme/vegefoods/shop.html)
11:50:03	145466/145466	---M--	200	added ('OK')	image/jpeg	etag:%222383a-58e7d2fe2c440%22	https://preview.colorlib.com/theme/vegefoods/images/about.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/about.jpg	(from https://preview.colorlib.com/theme/vegefoods/about.html)
11:50:03	18985/18985	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:26:26%20GMT	https://preview.colorlib.com/theme/vegefoods/blog-single.html	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/blog-single.html	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:04	472014/472014	---M--	200	added ('OK')	image/jpeg	etag:%22733ce-58e7d308a9d00%22	https://preview.colorlib.com/theme/vegefoods/images/image_1.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_1.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:04	87628/87628	---M--	200	added ('OK')	image/jpeg	etag:%221564c-58e7d308a9d00%22	https://preview.colorlib.com/theme/vegefoods/images/image_2.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_2.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:04	150561/150561	---M--	200	added ('OK')	image/jpeg	etag:%2224c21-58e7d3099df40%22	https://preview.colorlib.com/theme/vegefoods/images/image_3.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_3.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:06	78138/78138	---M--	200	added ('OK')	image/jpeg	etag:%221313a-58e7d30a92180%22	https://preview.colorlib.com/theme/vegefoods/images/image_4.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_4.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:06	294523/294523	---M--	200	added ('OK')	image/jpeg	etag:%2247e7b-58e7d30a92180%22	https://preview.colorlib.com/theme/vegefoods/images/image_5.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_5.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:06	190534/190534	---M--	200	added ('OK')	image/jpeg	etag:%222e846-58e7d30b863c0%22	https://preview.colorlib.com/theme/vegefoods/images/image_6.jpg	C:/My%20Web%20Sites/Kare%20-%20Template/preview.colorlib.com/theme/vegefoods/images/image_6.jpg	(from https://preview.colorlib.com/theme/vegefoods/blog.html)
11:50:07	13242/13242	---MCZ	200	added ('OK')	text/javascript	etag:W/%223ee26b93-02fc-4737-be7e-adc801e11cd3%22	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/Kare%20-%20Template/static.cloudflareinsights.com/beacon.min.js	(from https://preview.colorlib.com/theme/vegefoods/contact.html)
